ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005976	polysaccharide metabolic process	25/2803	110/28814	4.45603652262501e-05	0.000567438434077422	0.000356444553182102	B4galt5/Gaa/Chit1/Ndst4/Hs2st1/C1qtnf2/Ppp1r3a/Adrb1/B3gnt2/Tcf7l2/Prkag2/B3gnt9/Pygl/Pdgfb/Nfkb1/Pcdh12/Rb1cc1/Ap2a1/Adra1b/Phlda2/Esrrb/Gck/Gsk3b/Irs1/Ext1	25
GO:0050919	negative chemotaxis	14/2803	44/28814	4.51281332703918e-05	0.000573495685458632	0.000360249502111226	Sema4d/Itgav/Sema4c/Sema3b/Sema6a/Itgb3/Ryk/Rtn4rl1/Robo2/Sema3a/Lrtm2/Robo1/Sema7a/Sema6d	14
GO:0007631	feeding behavior	28/2803	130/28814	4.52382031822426e-05	0.000573723607364206	0.000360392674510052	Tacr1/Th/Drd2/Oprl1/Cckar/Mrap2/Oprd1/Grm7/Crhr1/Cnr1/Ghsr/Cntn2/Slc24a4/Tbr1/Gdf15/Aplp2/Adora2a/Chrnb2/Phf21a/Bdnf/App/Dmbx1/Cntfr/Drd1/Sgip1/Mmp17/Gls/Ankrd26	28
GO:0006275	regulation of DNA replication	29/2803	137/28814	4.67569026972266e-05	0.000590578566116896	0.000370980357473885	Smarcal1/Ino80c/Aicda/Blm/Il6/Polg2/Map2k4/Esco1/Jun/Orc5/Cdan1/Mapk8/Endog/Yy1/Dhx9/Baz1a/Jade1/Pdgfb/Rbbp6/E2f7/Actr5/Cdk1/Ccdc88a/Cdc42/Met/Stn1/Wiz/Brpf3/Enpp7	29
GO:0044839	cell cycle G2/M phase transition	31/2803	151/28814	4.85215981051475e-05	0.000606515149856366	0.000380991150062336	Rcc2/Fbxl7/Brca1/Nbn/Taok1/Blm/Fbxl22/Cdc6/Mta3/Kif14/Sin3a/Fbxl12/Cdk5rap3/Ccnb2/Pinx1/Calm1/Bach1/Prkcq/D7Ertd443e/App/Fhl1/Skp2/Topbp1/Cdk1/Esrrb/Dtl/Foxn3/Mrnip/Vps4a/Akap8l/Rnaseh2b	31
GO:0051222	positive regulation of protein transport	54/2803	321/28814	4.86030287101858e-05	0.000606515149856366	0.000380991150062336	Pdcd5/Brca1/Ang4/Blk/Chrm1/P2rx7/Hnrnpm/Myrip/Camk4/Prkaca/Pak1/Il6/Bcas3/Hif1a/Gja1/Adrb1/Fis1/Myo18a/Exoc1/Ect2/Mff/Aacs/Doc2b/Camk2n1/Nnat/Adcy8/Tcf7l2/Cd33/Adora2a/Cnst/Gli3/Prkcq/Nr1h4/Fbxw7/Mcu/Wipf1/Rph3al/App/Anp32b/Oaz1/Plk3/Cftr/Cacna1d/Cdk1/Adam9/Frmd4a/Tcaf1/Ywhae/Cdc42/Gck/Rbp4/Tlr2/Gsk3b/Abat	54
GO:0031641	regulation of myelination	17/2803	61/28814	4.8931543819736e-05	0.000609393446730992	0.000382799193335029	Ngfr/Rara/Tmem98/Kif14/Pard3/Rxrg/Tnfrsf21/Ctnnb1/Fig4/Tcf7l2/Ptn/Rnf10/S100b/Rarb/Cyfip1/Dlg1/Jam2	17
GO:0071277	cellular response to calcium ion	20/2803	79/28814	5.02454849191535e-05	0.000623264212333803	0.000391512312769081	Clic4/Alox5ap/Itpkb/Syt15/Jun/Syt13/Ect2/Jund/Adcy8/Syt6/Crp/Cpne8/Syt7/Braf/Prkaa2/Ppif/Fus/Carf/Nfatc3/Mylk	20
GO:0042593	glucose homeostasis	50/2803	291/28814	5.22234598293921e-05	0.000645670455313164	0.000405587114170669	Ngfr/Cacna1e/Foxa2/Prkaca/Il6/Hmgcr/Hif1a/Myt1/Stxbp3/Ogt/Ptprn/Sin3a/Cnr1/Rab11fip2/Klf15/Ffar2/Alox5/Ncor2/Aacs/Camk2n1/Tra2b/Adcy8/Tcf7l2/Adipor2/Gpr21/Smad4/Pygl/Nr1h4/Ern1/Cav3/Mcu/Ndufaf2/Rph3al/Plscr3/Grk2/Sesn2/Cftr/Cacna1d/Adra1b/Prkaa2/Igf1r/Lrp5/Stxbp4/Gpr1/Adipor1/Gck/Rbp4/Cacna1c/Met/Ankrd26	50
GO:0001666	response to hypoxia	40/2803	216/28814	5.2642635862883e-05	0.0006491201851845	0.000407754111238089	Th/Ece1/Fundc1/Ang4/Drd2/Adora1/Suv39h1/Epha4/Slc8a1/Acot2/Higd1a/Cav1/Pak1/Oprd1/Ddah1/Vegfa/Itpr2/Plat/Crhr1/Hif1a/Ogt/Kcnk3/Nfe2l2/Adam17/Cited2/Smad4/Chrnb2/Bach1/Aldh3a1/Rest/Rora/Plk3/Lct/Atp1b1/Adrb2/Pdk1/Nfatc3/Rock2/Abat/Ddit4	40
GO:1903539	protein localization to postsynaptic membrane	16/2803	56/28814	5.8134142483096e-05	0.000705207820273586	0.00044298635993283	Nsg1/Cacng2/Kalrn/Grip1/Magi2/Ghsr/Arhgap44/Nptx2/Grin2c/Stx3/Gpc4/Cacng3/Dlg4/Gsk3b/Grip2/Dlg1	16
GO:0050679	positive regulation of epithelial cell proliferation	40/2803	217/28814	5.85673798642828e-05	0.000708153542553182	0.000444836757436228	Tacr1/Med1/Azin1/Ang4/Arg1/Cav1/Zfp703/Il6/Vegfa/Jun/Ccl24/Nog/Ptprn/Emc10/Pdcl3/Ghsr/Adam17/Ctnnb1/Tcf7l2/Ptn/Itgb3/Nod2/Fgf1/Hmgb2/Pdgfb/Cyp7b1/Erbb4/Ppp1r16b/Eya1/Pold4/Tgfa/Sfrp1/Pik3cd/Stxbp4/Tbx1/Map2k5/Osr2/Cdc42/Sema5a/Akt3	40
GO:0090287	regulation of cellular response to growth factor stimulus	51/2803	300/28814	5.87725587428383e-05	0.000709257215681501	0.000445530045467946	Angpt1/Il12b/Il17rd/Chst11/Ngfr/Thbs1/Nrros/Onecut1/Cav1/Spg20/Zfp703/Hif1a/Nog/Ptprf/Myocd/Cdkn1c/Adam17/Epn2/Il12a/Bambi/Lemd2/Ctnnb1/Ing2/Tcf7l2/Onecut2/Spry1/Sema6a/Cited2/Smad4/Wfikkn2/Fgf1/Pdgfb/Cav3/Vwc2l/Tmem108/Shisa2/Tob1/Fuz/Gdf5/Tbx20/Sfrp1/Smad7/Robo1/Rnf165/Scube3/Slc9a6/Cyfip1/Adgra2/Fstl1/Nedd4/Pbld1	51
GO:0021700	developmental maturation	58/2803	355/28814	6.10987259417465e-05	0.000730640182836502	0.000458962061552059	Tdrd5/Epha8/C1qa/B4galt5/Sema4d/Nefl/Kcnip2/Nfasc/Sez6/Rfx3/Nrcam/Nrg2/Bfsp2/Tcp11x2/Prkaca/Rnd1/Lyl1/Vegfa/Kif14/Hif1a/Ptprn/Six3/Shb/Cdkn1c/Gja1/Cntn2/Igsf21/Slc24a4/Gpat4/Ctnnb1/Disc1/Irx5/Zbtb16/Ptbp3/Tdrd1/Cbfb/Bsph1/Fem1b/Picalm/Id2/Anks1/C1ql1/Pdgfb/Bloc1s3/Erbb4/App/Dlg4/Cftr/Ywhaz/Abhd2/Sez6l/Pgr/Tcp11/Ptk2b/Xylt1/Gsk3b/Grip2/Ext1	58
GO:0060271	cilium assembly	58/2803	355/28814	6.10987259417465e-05	0.000730640182836502	0.000458962061552059	Hydin/Kcnj10/Ttll8/Mark4/Tmem17/Ccdc40/Rp1l1/Cfap43/Gsn/Cep120/Rpgrip1l/Rfx3/Tekt5/Atg3/Limk2/Rilpl1/Onecut1/Wdr11/Cep19/Ccdc66/Tekt1/Cfap58/Vangl2/Map4/Hap1/Ccno/Akap4/Wwtr1/Tekt4/Ablim1/Tctn1/Sdccag8/Foxj1/Tmem216/Tmem138/Cep135/Cc2d2b/Evi5l/Ift81/Mns1/Disc1/Onecut2/Cyld/Rab3ip/Rfx2/Rab23/Ccdc39/Arhgap35/Parva/Cluap1/Fuz/Dnah2/Ccdc88a/Poc1a/Dync2li1/Rfx4/Gsk3b/Wdr19	58
GO:1902993	positive regulation of amyloid precursor protein catabolic process	10/2803	25/28814	6.17661691912312e-05	0.000735407142550281	0.000461956495349935	Epha4/Spon1/Ranbp9/Clu/Lrrtm3/Picalm/Lyn/App/Chrna7/Rock2	10
GO:0043966	histone H3 acetylation	19/2803	74/28814	6.24132260498848e-05	0.000741693050787467	0.000465905078347473	Piwil2/Sgf29/Brca1/Hdac8/Sin3a/Lef1/Smad4/Ldb1/Pbxip1/Usp22/Jade1/Kat6b/Wdr5/Zzz3/Kat6a/Tada1/Taf4/Pou5f1/Brpf3	19
GO:0051302	regulation of cell division	37/2803	196/28814	6.48802370760322e-05	0.000766620941693459	0.00048156388889351	Sgf29/Kif18b/Drd2/Pik3c3/Pik3r4/Wnt9b/Blm/Cdc6/Zbtb18/Vegfa/Kif14/Garem1/Ect2/Racgap1/Prpf40a/Ptn/Becn1/Setd2/Calm1/Fgf5/Fgf1/Pkn2/Pdgfb/Wdr5/Cspp1/Prc1/Zzz3/Map9/E2f7/Plk3/Tgfa/Prdm15/Igf1r/Esrrb/Cdc42/Vps4a/Pou5f1	37
GO:0045995	regulation of embryonic development	21/2803	87/28814	7.01414343142586e-05	0.000820997577960316	0.000515721349251652	Sgf29/B4galt5/Nlrp4f/Lrp6/Ino80c/Foxa2/Lama2/Nfe2l2/Racgap1/Dhx36/Ctnnb1/Rbm19/Yy1/Clasp1/Wdr5/Rab14/Zzz3/Actr5/Phlda2/Lama4/Osr2	21
GO:0062237	protein localization to postsynapse	16/2803	57/28814	7.35757374486093e-05	0.000853177126801657	0.000535935392255282	Nsg1/Cacng2/Kalrn/Grip1/Magi2/Ghsr/Arhgap44/Nptx2/Grin2c/Stx3/Gpc4/Cacng3/Dlg4/Gsk3b/Grip2/Dlg1	16
GO:0042982	amyloid precursor protein metabolic process	19/2803	75/28814	7.60366308652047e-05	0.000878441744708033	0.000551805722673764	Nsg1/Ldlrap1/Epha4/Spon1/Olfm1/Aph1c/Hap1/Ranbp9/Adam17/Clu/Lrrtm3/Picalm/Lyn/App/Chrna7/Adam9/Rock2/Dlg1/Soat1	19
GO:0050795	regulation of behavior	23/2803	101/28814	8.55718272599919e-05	0.000970593384968979	0.000609692091071096	Drd2/Adora1/Oprl1/Il6/Hdac4/Crhr1/Cnr1/Gja1/Ghsr/Adrb1/Slc24a4/Arrdc3/Adora2a/Chrnb2/Htr1d/Dlg4/Ephb2/Ghrh/Drd1/Nps/Sgip1/Ankrd26/Rag1	23
GO:0051963	regulation of synapse assembly	26/2803	121/28814	8.66897155983828e-05	0.000979703918386805	0.000615415002700526	Sema4d/Amigo1/Nrg2/Mdga1/Ntrk1/Cbln1/Lrrn3/Ghsr/Ptprs/Slitrk2/Ntrk3/Ptk2/Gpc4/Chrnb2/Pdlim5/Lrrtm3/Bdnf/App/Ephb2/Ntng2/Colq/Lrtm2/Thbs2/Flrt1/Tlr2/Gsk3b	26
GO:0006790	sulfur compound metabolic process	54/2803	328/28814	8.75361356191302e-05	0.000985691711573823	0.000619176320473376	Angpt1/Gstm1/Gstm2/Mms19/Hs3st3b1/Suclg2/Chst11/Pemt/Acot1/Acot2/Papss2/Mvk/Sult1a1/Acly/Ces1d/Gsto2/Glrx3/Acot11/Gdap1l1/Fitm2/Hs2st1/Egflam/Isca1/Glce/Hspa9/Sult1e1/Nfe2l2/Prss34/Gpat4/Nudt7/Mettl16/B4galt4/Chst1/Ehhadh/Pmvk/Pipox/Fxn/Mgst1/Abcb7/Dip2a/Sult1c1/Gsta4/Mamdc2/Stat5b/Chpf/Pdk1/Chst8/Xylt1/Adi1/Glrx5/Hmgcs1/Hs3st5/Hpse/Ext1	54
GO:0016051	carbohydrate biosynthetic process	37/2803	199/28814	9.02458171753005e-05	0.00100709803503691	0.000632623008155851	Avpr1b/B4galt5/Akr1a1/Chst11/Nr3c1/Slc35b4/Ndst4/Il6/Gpd2/Hif1a/Hs2st1/Ogt/C1qtnf2/Ppp1r3a/B3gat2/B3gnt2/Tcf7l2/B3gnt9/Gulo/B3galnt1/Pdgfb/Nfkb1/Wdr5/Chst15/Sesn2/Ap2a1/St6galnac6/Supt20/Ntsr1/Esrrb/St6galnac5/Chst8/Gck/Ptk2b/Rbp4/Irs1/Ext1	37
GO:0032386	regulation of intracellular transport	55/2803	337/28814	9.60125202016954e-05	0.00106070968238525	0.000666299929803758	Angpt1/Pdcd5/Uhmk1/Brca1/Ldlrap1/Chrm1/Camk4/Prkaca/Pak1/Il6/Bcas3/Msn/Rab21/Siah3/Hap1/Arfip1/Ogt/Pkig/Inpp5f/Arhgap44/Fis1/Mapk8/Ect2/Mff/Tcf7l2/Mdfic/Ppp1r12a/Reep2/Setd2/Rab23/Gli3/Dhx9/Prkcq/Fbxw7/Wipf1/Dnajc27/Anp32b/Oaz1/Plk3/Cdk1/Atp9a/Tcaf1/Ywhae/Fez1/Dnajc13/Cdc42/Map1b/Lmx1b/Rdx/Gsk3b/Scfd1/Ptpn14/Cabp1/Akap8l/Nedd4	55
GO:0035094	response to nicotine	11/2803	31/28814	9.67533482567567e-05	0.00106070968238525	0.000666299929803758	Tacr1/Ntrk1/Chrnb4/Cnr1/Chrnb2/Nfkb1/Atp1a2/Chrna7/Chrna2/Chrna3/Abat	11
GO:0035162	embryonic hemopoiesis	11/2803	31/28814	9.67533482567567e-05	0.00106070968238525	0.000666299929803758	Med1/Ccdc134/Vegfa/Hif1a/Tnrc6c/Ldb1/Tgfbr2/Kat6a/Stk3/Lmo2/Kit	11
GO:0032103	positive regulation of response to external stimulus	70/2803	458/28814	9.97134639228038e-05	0.00108932585938123	0.000684275589911614	Nectin2/Med1/Alox5ap/Il12b/Xrcc6/Clock/Pik3cg/Thbs1/Arg1/Dhx58/C2cd4a/Ldlr/Ly86/Il6/Ripor2/Vegfa/Prss56/Ccl24/C2cd4b/Sin3a/Cnr1/Xrcc5/Ghsr/Polr3g/C3ar1/Ctss/Stx3/Adam17/Ffar2/Il12a/Camk2n1/Csf1r/Nfkbia/Ptn/Ntrk3/Ptk2/Fadd/Nod2/Pgc/Nlrc4/Cxcl14/Dhx9/Hmgb2/Pla2g5/Edn2/Pdgfb/Clnk/Mcu/Pde2a/Dscam/Ntf3/App/Pspc1/Braf/Stat5b/Igf1r/Nckap1l/Lsm14a/Pycard/Artn/Nrp1/Tnip1/Ptk2b/Sema5a/Ets1/Met/Tlr2/Fem1a/Cxcl1/Serpinf2	70
GO:0060326	cell chemotaxis	52/2803	314/28814	0.000100370288222246	0.0010914322036959	0.000685598720163291	Thbs1/Ackr2/Ptpro/Gpr35/Csf3r/Ripor2/Vegfa/Prss56/Ccl24/Pip5k1a/Bcar1/C3ar1/Jam3/Adam17/Ffar2/Alox5/Il12a/Enpp2/Csf1r/Lef1/Ptn/Gbf1/Ptk2/Nod2/Cxcl14/Fgf1/Prkcq/Hmgb2/Lyn/Edn2/Saa2/Pdgfb/Mcu/Parva/Cyp7b1/Chga/App/Ackr3/Anxa1/Nckap1l/Lyst/Crk/Ppib/Nrp1/Ptk2b/Sema5a/Gab1/Met/Bin2/Ccl28/Cxcl1/Kit	52
GO:0010657	muscle cell apoptotic process	23/2803	102/28814	0.000100432094542758	0.0010914322036959	0.000685598720163291	Ltk/Capn1/Il12b/Acot1/Lrp6/Cav1/Map2k4/Hmgcr/Myocd/Nfe2l2/Fbxo32/Mapk8/Il12a/Smad4/Apaf1/Erbb4/Grk2/Igfbp3/Cftr/Igf1r/Ghrh/Ptk2b/Gsk3b	23
GO:0150115	cell-substrate junction organization	23/2803	102/28814	0.000100432094542758	0.0010914322036959	0.000685598720163291	Rcc2/Lamc1/Itgav/Coro1c/Vegfa/Bcas3/Rab8b/Pip5k1a/Dlc1/Enpp2/Ston1/Itgb3/Tesk2/Ptk2/Coro2b/Clasp1/Ldb1/Rhpn1/Ptprk/Nrp1/Actg1/Ptk2b/Slk	23
GO:0006110	regulation of glycolytic process	14/2803	47/28814	0.000101402676680726	0.00109814690033196	0.000689816652715015	Myog/P2rx7/Slc2a6/Hdac4/Hif1a/Ogt/Entpd5/Prkag2/App/Mtch2/Prkaa2/Esrrb/Gck/Ddit4	14
GO:0043277	apoptotic cell clearance	14/2803	47/28814	0.000101402676680726	0.00109814690033196	0.000689816652715015	Itgav/Thbs1/Rara/Pear1/Mfge8/Rhobtb1/Megf10/Itgb3/Becn1/Tgm2/Cd300lf/Rab14/Anxa1/Xkr7	14
GO:0071559	response to transforming growth factor beta	41/2803	230/28814	0.000103575743735923	0.00111585840180553	0.000700942385217068	Pdcd5/Il17rd/Chst11/Thbs1/Nrros/Cilp/Nr3c1/Onecut1/Cav1/Map3k1/Zfp703/Acvr1/Jun/Myocd/Cdkn1c/Col1a2/Adam17/Bambi/Ing2/Onecut2/Spry1/Ptk2/Cited2/Smad4/Wfikkn2/Apaf1/Dusp15/Cav3/Tgfbr2/Gcnt2/Igf1r/Smad1/Adam9/Smad7/Wwox/Ptprk/Crk/Tgfbr1/Rock2/Pbld1/Sox5	41
GO:0016311	dephosphorylation	56/2803	347/28814	0.000113339395514272	0.00120850071210166	0.000759136975001864	Dusp26/Sema4d/Drd2/Adora1/Bod1/Ptpro/Lhpp/Dusp5/Vcan/Ppp2r3a/Ppp2r5e/Ublcp1/Ikbkb/Ptprf/Ptprn/Ptpn9/Camta1/Magi2/Inpp5f/Ppp6c/Ptprs/Gnai2/Ppp2r5a/Dusp4/Dlc1/Fig4/Ppp1r26/Cdk5rap3/Cd33/Ptprb/Rprd1b/Ppp1r12a/Ptprh/Plppr4/Calm1/Nck1/Ptpn21/Mtmr1/Dusp15/Akp3/Ppp1r16b/Eya1/Ppm1e/Slc39a10/Dnajc6/Plpp3/Nckap1l/Ptprk/Dusp23/Ywhae/Rcan1/Ppp2r5c/Rock2/Mtmr10/Ptpn14/Ptprm	56
GO:1903532	positive regulation of secretion by cell	58/2803	363/28814	0.000114216078334836	0.00121576670049748	0.000763701209342784	Tacr1/Ang4/Drd2/Blk/Cckar/P2rx7/Myrip/Nr3c1/Slc6a4/Crhr1/Hif1a/Rab8b/Cacna1i/Galr1/Gja1/Adrb1/Myo18a/Exoc1/Aacs/Doc2b/Camk2n1/Nnat/Adcy8/Tcf7l2/Cd33/Cacna1h/Smad4/Adora2a/Chrnb2/Clasp1/Prkcq/Nr1h4/Edn2/Ncs1/Htr6/Mcu/Stam/Slc4a8/Myo5b/Aimp1/Rph3al/Syt7/Grk2/Clcf1/Cftr/Cacna1d/Ntsr1/Adam9/Ghrh/Frmd4a/Nell2/Gck/Rab27a/Rbp4/Vps4a/Tlr2/Irs1/Abat	58
GO:0098813	nuclear chromosome segregation	47/2803	277/28814	0.000117338640955301	0.00123701048819394	0.00077704579786307	Rcc2/Kif18b/Mei1/Hdac8/Kif2c/Smc2/Cep63/Cdc6/Ankrd31/Kif14/Hnrnpu/Esco1/Smc1a/Anapc4/Meiob/Nek6/Ect2/Hormad1/Racgap1/Zw10/Kif2b/Ctnnb1/Lcmt1/Becn1/Pinx1/Spc24/Knl1/Tnks/Tex19.1/Fbxw7/Anapc5/Dsn1/Cdc23/Prc1/Stag1/Bub1b/Ttk/Cdca8/Cdc42/Tubg1/Tubg2/Usp44/Vps4a/Trappc12/Mlh3/Akap8l/Ncapd3	47
GO:0051602	response to electrical stimulus	9/2803	22/28814	0.000117851901645742	0.00123701048819394	0.00077704579786307	Myog/P2rx7/Ntrk1/Grm1/Crhr1/Fbxo32/Rest/Cyfip1/Nrf1	9
GO:0071404	cellular response to low-density lipoprotein particle stimulus	9/2803	22/28814	0.000117851901645742	0.00123701048819394	0.00077704579786307	Ces1d/Ces1e/Ldlr/Mylip/Socs5/Npc1/Ces1f/Hmgcs1/Cd9	9
GO:1902652	secondary alcohol metabolic process	31/2803	158/28814	0.000117862763590368	0.00123701048819394	0.00077704579786307	Hsd17b7/Ldlrap1/Mvk/Ces1d/Ces1e/Ldlr/Hmgcr/Fmo5/Apoc1/Npc1/Cyp11a1/Aplp2/Ttc39b/Idh3a/Fdx1/4933405O20Rik/Abca1/Fgf1/Pmvk/Acadl/Cyp7b1/App/Ces1f/Cftr/Prkaa2/Lrp5/Por/Disp3/Hmgcs1/Soat1/Lbr	31
GO:0006091	generation of precursor metabolites and energy	67/2803	436/28814	0.000117999715751919	0.00123701048819394	0.00077704579786307	Gaa/Rpe/Myog/Suclg2/Cox4i1/P2rx7/Slc2a6/Mrap2/Prkaca/H6pd/Polg2/Hdac4/Gadd45gip1/Acox1/Hif1a/Ogt/C1qtnf2/Ppp1r3a/Aldob/Adrb1/Pde12/Adsl/Gnas/Alox5/Slc25a13/Ndufs1/Tcf7l2/Dhrs2/Idh3a/Entpd5/Prkag2/Fdx1/Kl/4933405O20Rik/Wdr93/Pygl/Mybbp1a/Sdhaf4/Pde2a/Fxn/Bdnf/Oxa1l/Ide/App/Mtch2/Cyb561/S100b/Pcdh12/Rb1cc1/Tkt/Adra1b/Adpgk/Cdk1/Prkaa2/Pkm/Aldoart2/Phlda2/Ppif/Esrrb/Prelid1/Por/Gck/Crot/Nfatc3/Gsk3b/Irs1/Ddit4	67
GO:0010660	regulation of muscle cell apoptotic process	22/2803	97/28814	0.000128659081940596	0.00133526683874015	0.000838766927177641	Ltk/Capn1/Il12b/Acot1/Lrp6/Cav1/Map2k4/Hmgcr/Myocd/Nfe2l2/Fbxo32/Mapk8/Il12a/Smad4/Erbb4/Grk2/Igfbp3/Cftr/Igf1r/Ghrh/Ptk2b/Gsk3b	22
GO:0034250	positive regulation of cellular amide metabolic process	32/2803	166/28814	0.000130506524610343	0.00134770170605076	0.000846578066600393	Piwil2/Uhmk1/Epha4/Thbs1/Rps6kb1/Il6/Hnrnpu/Rps27l/Eif4g3/Rbms3/Zcchc4/Nfe2l2/D1Pas1/Dhx36/Rmnd1/Nod2/Coa3/Clu/Nck1/Dhx9/Lrrtm3/Picalm/Chrna7/Tob1/Rps3a1/Barhl2/Pkm/Larp4/Ptk2b/Nck2/Rock2/Enpp7	32
GO:0008203	cholesterol metabolic process	29/2803	145/28814	0.000135742692473812	0.00139714007608996	0.000877633484528379	Hsd17b7/Ldlrap1/Mvk/Ces1d/Ces1e/Ldlr/Hmgcr/Fmo5/Apoc1/Npc1/Cyp11a1/Aplp2/Ttc39b/Fdx1/Abca1/Fgf1/Pmvk/Acadl/Cyp7b1/App/Ces1f/Cftr/Prkaa2/Lrp5/Por/Disp3/Hmgcs1/Soat1/Lbr	29
GO:0006023	aminoglycan biosynthetic process	15/2803	54/28814	0.000139530768800714	0.00143375923650502	0.000900636332922446	Angpt1/B4galt5/Chst11/Glce/B3gnt2/B4galt4/B3gnt9/Chst1/Ccnd3/Pdgfb/Nfkb1/Ap2a1/Chpf/Xylt1/Ext1	15
GO:0071560	cellular response to transforming growth factor beta stimulus	40/2803	226/28814	0.00014624739819549	0.00148319633316501	0.000931690950959097	Pdcd5/Il17rd/Chst11/Thbs1/Nrros/Cilp/Nr3c1/Onecut1/Cav1/Map3k1/Zfp703/Acvr1/Jun/Myocd/Cdkn1c/Col1a2/Adam17/Bambi/Ing2/Onecut2/Spry1/Ptk2/Cited2/Smad4/Wfikkn2/Apaf1/Dusp15/Cav3/Tgfbr2/Gcnt2/Igf1r/Smad1/Adam9/Smad7/Wwox/Ptprk/Crk/Tgfbr1/Pbld1/Sox5	40
GO:0006914	autophagy	70/2803	464/28814	0.000148616105415532	0.00150232546821838	0.000943707190232602	Fundc1/Gfap/Drd2/Gabarapl2/Pik3c3/Irf8/Pik3r4/Tfeb/Atg3/Mid2/Wdr41/Hap1/Nampt/Hif1a/Slc25a5/Tcirg1/Ddrgk1/Plekhf1/1600014C10Rik/Dap/Atp2a2/Sesn1/Xpa/Wipi1/Rnf213/Fis1/Cryba1/Npc1/Pip4k2b/Trim32/Endog/Rab39/Ptk2/Nod2/Atg16l1/Plekhm1/Becn1/Rab23/Clu/Snx18/Vps41/Stx12/Wdfy3/Ormdl3/Fbxw7/Atg10/Sec16b/Tmem59/Scoc/Plk3/Sesn2/Rb1cc1/Atp6v0a1/Srpx/Vps13d/Ulk3/Prkaa2/Bmf/Adrb2/Trappc8/Pycard/Fez1/Tbc1d14/Lmx1b/Vps4a/Tlr2/Pik3c2b/Gsk3b/Scfd1/Hpse	70
GO:0061919	process utilizing autophagic mechanism	70/2803	464/28814	0.000148616105415532	0.00150232546821838	0.000943707190232602	Fundc1/Gfap/Drd2/Gabarapl2/Pik3c3/Irf8/Pik3r4/Tfeb/Atg3/Mid2/Wdr41/Hap1/Nampt/Hif1a/Slc25a5/Tcirg1/Ddrgk1/Plekhf1/1600014C10Rik/Dap/Atp2a2/Sesn1/Xpa/Wipi1/Rnf213/Fis1/Cryba1/Npc1/Pip4k2b/Trim32/Endog/Rab39/Ptk2/Nod2/Atg16l1/Plekhm1/Becn1/Rab23/Clu/Snx18/Vps41/Stx12/Wdfy3/Ormdl3/Fbxw7/Atg10/Sec16b/Tmem59/Scoc/Plk3/Sesn2/Rb1cc1/Atp6v0a1/Srpx/Vps13d/Ulk3/Prkaa2/Bmf/Adrb2/Trappc8/Pycard/Fez1/Tbc1d14/Lmx1b/Vps4a/Tlr2/Pik3c2b/Gsk3b/Scfd1/Hpse	70
GO:0098801	regulation of renal system process	13/2803	43/28814	0.000150813341378922	0.00152206592668808	0.000956107441037402	Tacr1/Drd2/Adora1/Ptpro/Gja5/Gja1/Adrb1/Gnai2/Gnas/F2r/Adora2a/Coro2b/Pdgfb	13
GO:0051260	protein homooligomerization	34/2803	182/28814	0.000154820709172641	0.00155998148222983	0.000979924638537785	Alox5ap/Kcnc2/Kcnv2/Kcng1/Blm/Rnf135/Thg1l/Kcns2/Ripor2/Prmt8/Acot13/Kctd15/Kctd16/Kctd8/Lzts3/Ect2/Kcna4/Adcy8/Kcna3/Nlrc4/Tgm2/Kcng4/Atl2/Micu1/App/Kcnc4/Nacc2/Kcnj2/Fus/Pycard/Upb1/Tmem120a/Kcnd3/Gls	34
GO:0048545	response to steroid hormone	40/2803	227/28814	0.000161126944765963	0.00161828626622202	0.00101654962096828	Med1/Brca1/Hdac8/Cnot9/Clock/Mbp/Ass1/Sult1a1/Nr3c1/Cav1/Rps6kb1/Akap13/Pak1/Il6/Hnrnpu/Ddrgk1/Lmo3/Paqr8/Fbxo32/Npc1/Ncor2/Hmgb2/Aldh3a1/Rest/Atp1a2/Bdnf/Cyp7b1/Skp2/Anxa1/Adra1b/Abhd2/Sfrp1/Adam9/Pgr/Sgk1/Por/Ube3a/Nedd4/Carm1/Ddit4	40
GO:0032259	methylation	59/2803	376/28814	0.000165546981299309	0.00166000169492882	0.00104275376304472	Piwil2/Tdrd5/Dnmt3b/Mettl2/Kdm4b/Brca1/Mgmt/Ash2l/Suv39h1/Pemt/Nfyc/Lcor/Setd6/Nsun6/Rbm15/Tyms/Prmt8/Pwp1/Kansl1/Ogt/Mettl8/Zcchc4/Tyw3/Trmo/Auts2/Gnas/Eef2kmt/Armt1/Dppa3/Hnmt/Ctnnb1/Prdm1/Prmt3/Mettl16/Prdm11/Nfyb/Tdrd1/Smad4/Carnmt1/Stpg4/Lcmt1/Setd2/Prdm12/Nr1h4/Mllt6/Wdr5/Rsl1/Morc1/Asz1/Prdm15/Mettl15/Trmt10b/Prdm10/Larp7/Cmtr1/Gsk3b/Tarbp1/Carm1/Prdm8	59
GO:0002526	acute inflammatory response	24/2803	112/28814	0.000166464951503754	0.00166652291481331	0.00104685016041285	Alox5ap/Bdkrb2/Adora1/Pik3cg/Itih4/C2cd4a/Il6/Selenos/Acvr1/Orm2/Orm1/C2cd4b/Cnr1/Ffar2/Alox5/Kl/Crp/Saa2/Nlrp3/Stat5b/Hpse/Cxcl1/Ext1/Serpinf2	24
